Name,Scientific_Name,Family,Toxicity_Dog,Toxicity_Cat,Toxicity_Horse
trumpet lily,zantedeschia aethiopica,araceae,toxic,toxic,toxic
florist's calla,zantedeschia aethiopica,araceae,toxic,toxic,toxic
garden calla,zantedeschia aethiopica,araceae,toxic,toxic,toxic
prairie lily,zephyranthes drummondii,amaryllidaceae,non-toxic,non-toxic,unknown
giant rain lily,zephyranthes drummondii,amaryllidaceae,non-toxic,non-toxic,unknown
hill country rain lily,zephyranthes drummondii,amaryllidaceae,non-toxic,non-toxic,unknown
zinnia,zinnia species,asteraceae,non-toxic,non-toxic,non-toxic
russian olive,elaeagnus species,elaeagnaceae,non-toxic,non-toxic,non-toxic
autumn olive,elaeagnus species,elaeagnaceae,non-toxic,non-toxic,non-toxic
silverberry,elaeagnus species,elaeagnaceae,non-toxic,non-toxic,non-toxic
silver berry,elaeagnus species,elaeagnaceae,non-toxic,non-toxic,non-toxic
sunflower,helianthus angustifolius,compositae,non-toxic,non-toxic,non-toxic
swamp sunflower,helianthus angustifolius,compositae,non-toxic,non-toxic,non-toxic
tahitian bridal veil,tradescantia multiflora,commelinaceae,toxic,toxic,unknown
gibasis geniculata,tradescantia multiflora,commelinaceae,toxic,toxic,unknown
